SA2_MAINCODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
204011057,30,3,61,28,15,32,6,30,0,215,0,0,0,0,0,0,0,0,0,4,7,14,4,6,3,0,0,6,3,47,11,3,21,11,9,11,5,14,10,109,453,548,511,324,240,156,108,244,42,2622
204011058,21,0,34,17,8,3,0,9,0,93,0,0,0,0,0,0,0,0,0,0,6,0,3,5,5,0,0,3,0,21,5,3,6,5,4,7,6,19,8,53,236,204,199,129,107,42,49,136,18,1110
204011059,14,0,46,9,8,3,9,15,0,102,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,4,3,0,21,4,7,16,9,8,6,12,14,6,86,148,247,304,212,145,77,95,159,15,1397
204011060,13,5,27,12,11,4,4,6,0,84,0,0,0,0,0,0,0,0,0,0,15,3,5,15,0,0,0,0,0,44,9,3,17,8,4,6,0,10,9,63,270,247,203,229,137,44,67,106,22,1325
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,9,6,4,0,3,0,44
204011062,3,0,24,3,7,4,3,6,0,53,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,13,13,3,9,3,0,3,9,4,6,61,179,195,187,99,78,44,46,87,19,946
204021063,18,8,66,23,13,23,7,20,3,180,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,8,3,5,28,11,13,26,13,15,8,26,28,7,144,330,581,485,369,238,150,131,184,35,2503
204021064,12,3,14,9,3,5,3,3,0,52,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,13,10,3,9,6,5,5,3,5,3,52,276,221,207,103,113,41,44,85,20,1125
204021065,18,4,28,8,6,11,3,27,0,105,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,0,0,4,0,10,6,0,6,3,7,3,12,13,5,60,180,219,198,107,114,58,53,129,17,1077
204021066,37,5,135,58,28,61,10,38,3,379,0,3,0,0,0,0,0,4,0,9,4,14,4,11,7,0,5,9,0,50,11,4,24,23,5,13,27,23,15,144,552,1358,859,771,531,355,223,338,54,5040
204021067,22,0,64,23,15,15,5,15,3,171,4,3,0,0,0,0,0,0,0,5,13,3,10,7,8,0,3,0,0,42,20,9,14,11,8,6,9,14,9,115,666,748,553,379,286,115,151,214,43,3152
204031068,7,0,44,6,3,8,4,12,0,97,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,0,0,3,0,26,5,9,8,11,0,0,3,5,3,48,255,502,207,206,115,76,47,88,20,1509
204031069,42,0,57,19,13,13,12,22,3,175,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,4,5,0,30,20,3,3,6,4,0,3,11,5,71,512,512,426,311,208,151,113,220,28,2478
204031070,8,3,17,0,5,6,0,9,0,53,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,18,4,8,6,3,4,3,9,3,6,45,125,209,185,124,109,61,63,72,20,973
204031071,8,0,48,15,4,4,5,14,3,108,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,14,16,3,4,4,11,11,7,6,7,73,175,257,242,164,108,69,90,93,23,1216
204031072,19,0,40,9,8,8,5,12,0,106,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,0,3,0,0,22,14,5,20,11,4,4,7,12,12,96,398,352,303,180,147,68,84,148,31,1717
204031073,24,6,91,39,30,35,23,39,5,291,0,0,0,0,0,0,0,0,0,5,12,8,6,12,3,3,8,5,0,57,10,9,14,14,11,21,16,26,22,143,534,1010,775,658,546,292,240,322,72,4447
204031074,40,14,176,86,52,54,38,51,0,497,0,0,3,0,0,0,5,4,0,11,22,7,17,20,14,8,6,4,3,97,14,7,38,37,22,20,34,28,39,239,788,1718,1461,1112,876,464,394,435,106,7344
204031075,16,0,29,9,5,4,4,13,0,77,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,21,16,8,5,7,7,5,4,6,3,66,299,413,268,160,164,60,72,102,19,1563
205011076,24,9,90,26,23,25,15,39,0,252,3,0,0,0,0,0,0,0,0,4,7,6,12,8,3,0,6,7,3,52,25,9,29,11,10,13,16,22,18,155,562,908,890,559,410,250,265,404,58,4318
205011077,11,0,31,8,12,11,7,17,0,89,0,0,0,0,0,0,0,0,0,0,7,3,3,4,3,0,0,3,0,20,21,6,8,9,5,4,4,12,7,82,372,384,335,193,175,57,104,153,26,1803
205011078,15,8,45,26,17,12,10,18,0,141,0,0,0,0,0,0,0,3,0,10,6,5,9,3,0,0,3,3,0,33,23,4,14,10,12,11,12,10,3,93,335,493,463,274,237,100,131,152,27,2205
205011079,38,3,106,35,31,29,12,29,3,286,0,0,0,0,0,0,0,0,0,3,9,15,3,11,13,0,5,11,5,73,20,6,29,22,15,16,11,27,17,160,763,1499,1020,683,570,260,196,412,74,5484
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,31,3,105,45,38,34,5,36,0,298,0,0,0,0,0,0,0,4,0,10,8,14,6,8,3,5,11,9,0,56,19,7,20,15,8,29,19,31,24,169,400,832,689,547,375,247,157,319,50,3622
205021082,19,0,48,22,20,10,3,22,0,144,0,0,0,0,0,0,0,0,0,0,5,8,5,3,3,0,3,0,0,25,21,3,13,9,8,5,16,18,8,106,376,386,399,269,221,79,129,197,29,2098
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,29,7,79,28,20,19,3,24,4,217,0,0,0,0,0,0,0,3,0,3,6,6,8,3,3,0,0,0,0,29,19,3,14,6,3,10,11,15,4,91,309,461,395,329,222,160,85,200,42,2208
205021085,19,0,26,12,11,12,3,16,0,95,0,0,0,0,0,0,0,0,0,0,5,9,0,3,5,0,0,0,3,26,14,7,12,11,7,3,3,16,10,84,288,306,197,198,114,54,59,133,20,1357
205021086,8,3,35,14,9,13,3,15,0,107,0,0,0,0,0,0,0,0,0,0,7,4,0,3,4,0,0,3,0,16,4,0,10,13,3,5,3,6,3,44,182,329,240,221,127,96,66,104,23,1391
205031087,16,0,56,16,5,11,4,30,0,140,0,0,0,0,0,0,0,0,0,4,12,4,6,3,5,3,3,3,0,35,36,5,12,3,8,7,9,26,10,119,531,411,372,229,176,93,101,239,31,2180
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,3,0,3,3,0,26
205031089,21,6,57,19,12,21,9,21,0,169,0,0,0,0,0,0,0,0,0,3,6,4,3,3,4,0,8,0,0,36,18,4,25,7,10,14,14,19,22,135,445,430,499,301,211,149,186,215,51,2482
205031090,21,4,61,14,17,17,15,18,0,170,3,0,0,0,0,3,0,0,0,5,11,10,4,3,3,0,5,6,3,49,30,7,17,11,14,13,12,23,6,142,516,680,572,336,289,165,176,210,32,2976
205031091,39,0,84,36,15,29,15,16,0,232,0,0,0,0,0,0,0,0,0,0,6,9,3,3,0,3,0,3,0,33,15,3,20,17,14,13,7,20,9,114,379,600,607,381,226,203,84,196,46,2713
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12
205031093,36,9,153,68,38,41,15,37,0,395,0,0,0,0,0,0,0,0,0,6,12,13,12,8,8,4,5,11,3,74,43,12,40,29,16,35,13,34,32,247,768,1169,1034,740,484,364,221,423,90,5277
205041094,10,7,37,14,32,16,3,16,0,138,0,0,0,0,0,0,0,0,0,0,8,5,4,0,3,3,3,5,6,39,16,10,32,14,16,7,12,22,14,137,364,708,749,383,338,154,216,218,55,3183
205041095,9,11,85,40,25,27,8,42,4,249,0,0,0,0,0,0,0,5,0,6,10,3,6,5,4,0,3,4,0,40,9,12,30,22,11,14,14,28,26,168,282,697,946,638,414,201,192,323,76,3788
205041096,15,0,63,19,23,23,5,29,0,176,0,0,0,0,0,0,0,3,0,5,6,5,3,3,9,0,6,6,0,40,6,6,23,20,13,9,22,32,14,146,218,480,560,410,289,174,197,237,51,2622
205041097,41,11,187,79,77,68,17,47,4,542,0,0,0,0,0,0,0,0,0,3,13,12,17,6,14,8,3,7,4,85,22,18,39,27,21,14,21,34,28,222,847,2033,1643,950,942,376,368,492,132,7775
205041098,4,0,18,14,6,5,3,10,0,63,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,4,0,0,16,3,3,5,6,7,11,6,12,3,53,134,241,341,175,133,76,105,99,16,1306
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
205051100,8,0,20,5,5,10,0,13,0,64,0,0,0,0,0,0,0,0,0,0,4,6,4,5,0,0,0,0,0,19,12,5,9,3,10,11,3,4,11,63,202,228,233,116,94,57,49,75,27,1089
205051101,31,3,87,39,23,22,12,26,3,244,0,0,0,0,0,0,0,3,0,4,7,7,8,3,3,0,9,5,4,49,33,4,22,18,10,13,20,26,15,169,586,752,881,501,343,138,249,277,54,3777
205051102,14,0,24,4,6,3,8,8,0,71,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,14,13,3,12,3,0,0,8,7,3,43,249,212,229,126,88,53,79,87,15,1143
205051103,34,3,117,48,18,25,12,24,3,288,0,0,0,0,0,0,0,3,0,3,13,10,10,6,3,3,3,3,4,53,13,9,17,13,9,14,14,15,15,120,484,1156,783,555,365,201,139,273,54,4017
205051104,17,0,22,3,7,12,3,14,0,77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,13,14,3,6,0,3,9,9,14,7,63,257,239,220,158,86,65,58,126,17,1226
206011105,47,19,194,70,33,38,14,20,3,434,0,0,0,0,4,0,0,0,3,12,46,126,21,37,48,35,6,9,20,341,16,56,25,19,26,3,3,11,41,204,1653,5771,1056,1011,1306,639,153,368,173,12134
206011106,25,14,72,40,25,17,4,10,3,209,0,3,3,0,3,0,0,0,0,13,28,60,8,16,16,11,3,4,0,150,9,20,7,5,9,5,4,8,15,83,785,2591,428,446,579,313,63,142,63,5423
206011107,29,13,104,33,20,19,9,14,0,238,0,0,0,0,0,0,0,3,0,3,22,56,11,12,20,7,4,3,3,138,10,19,12,17,3,7,7,9,25,115,731,2430,620,546,680,330,108,228,94,5767
206011108,46,17,146,41,49,37,7,26,3,378,0,0,0,0,0,3,0,3,0,16,32,91,14,27,41,22,9,6,3,242,20,43,19,16,17,18,4,18,40,192,1344,4140,1087,919,1093,572,219,409,152,9931
206011109,6,5,40,21,9,22,7,4,0,111,0,0,0,0,0,0,0,0,0,3,14,24,3,4,17,9,0,0,4,75,4,16,11,3,5,8,3,0,8,60,506,1296,440,292,460,210,71,104,49,3427
206021110,15,8,54,16,18,10,0,5,0,128,0,0,0,0,0,0,0,0,0,0,16,46,7,5,11,4,3,3,0,96,11,14,6,3,8,3,0,0,12,56,691,1737,319,299,438,198,45,102,58,3887
206021111,35,16,113,58,37,23,3,20,5,310,0,5,0,0,0,0,0,0,0,3,39,104,13,25,42,15,4,6,8,257,24,48,18,9,17,16,3,9,38,187,1810,5406,865,860,1120,518,118,216,158,11069
206021112,26,18,133,28,24,20,10,20,3,280,0,0,0,0,0,0,0,4,0,7,42,65,18,30,30,6,5,7,6,216,16,33,10,14,9,5,3,13,17,128,1131,3326,772,726,839,453,132,285,93,7754
206031113,19,8,63,47,20,17,3,15,4,205,4,3,0,0,3,0,0,0,0,9,20,51,5,11,16,12,3,3,3,113,12,16,9,12,12,0,4,8,14,96,1013,2519,477,533,668,292,104,187,77,5879
206031114,48,20,124,55,57,35,9,20,3,377,0,0,0,0,3,0,0,0,0,5,39,47,6,26,41,19,11,7,3,204,18,24,24,12,24,9,7,18,32,163,1819,4141,1093,851,1369,642,192,369,182,10647
206031115,20,7,57,16,11,3,0,12,0,127,0,0,0,0,0,3,3,0,0,11,12,19,4,3,22,3,0,3,0,68,8,12,9,11,5,5,6,3,16,84,474,1639,242,345,453,200,89,155,57,3655
206031116,20,15,80,35,38,21,4,9,4,223,3,0,0,0,0,0,0,0,0,7,19,19,8,17,28,3,0,7,4,101,11,7,5,9,16,18,3,5,9,84,1063,2318,543,449,734,307,85,155,76,5720
206041117,18,4,81,34,16,9,0,17,0,180,0,3,0,3,0,3,0,0,0,11,17,40,6,14,20,5,0,8,4,114,9,18,6,9,8,5,5,8,15,81,590,2421,324,513,555,329,65,182,63,5041
206041118,33,8,70,34,21,9,3,7,0,192,0,0,0,0,0,4,0,0,0,10,19,22,9,5,7,3,3,0,3,71,19,18,8,14,9,3,0,3,7,83,906,2226,295,301,516,299,43,130,82,4794
206041119,12,0,17,9,8,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,16,16,0,0,12,6,0,0,5,57,8,11,4,0,3,3,0,4,3,42,480,1376,94,148,250,108,6,41,32,2541
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,3,4,0,4,0,28
206041121,32,10,48,27,11,28,0,3,8,169,0,3,4,0,0,0,0,0,0,11,21,32,4,8,12,6,0,3,0,95,5,7,10,7,10,6,0,7,17,74,802,2551,336,382,608,257,57,119,64,5175
206041122,69,9,412,155,50,53,3,68,8,827,6,5,6,14,3,5,0,11,0,48,29,43,10,26,10,23,3,22,3,172,28,28,28,49,16,4,3,40,22,234,1506,4882,1116,1532,1255,928,130,869,187,12389
206041123,31,15,137,62,30,31,3,18,0,326,0,0,3,5,0,3,0,0,0,14,29,73,7,23,26,24,3,6,4,191,15,26,10,17,13,7,9,16,24,137,1043,3846,559,699,866,492,106,291,115,8020
206041124,9,4,17,23,5,8,0,3,0,78,3,0,0,0,0,0,0,3,0,7,6,11,0,3,11,3,0,0,0,45,5,12,0,0,0,0,0,0,7,34,291,1311,117,223,252,132,26,90,42,2481
206041125,12,8,37,6,12,11,0,0,0,89,0,0,0,0,0,0,0,0,0,3,16,23,3,0,8,3,0,0,0,55,4,11,3,0,0,0,0,3,7,33,541,1443,151,129,287,154,8,46,42,2805
206041126,56,20,221,103,30,23,6,17,3,476,0,0,0,3,0,0,0,0,0,12,31,36,3,11,18,7,7,9,4,130,11,21,16,12,7,8,3,3,31,102,1504,3771,634,740,985,543,73,283,164,8685
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,44,4,54,26,22,16,0,7,4,175,0,3,0,0,0,0,0,0,0,6,45,48,3,8,15,16,3,4,5,141,22,27,4,0,7,5,3,0,27,96,1561,3021,314,331,703,370,46,108,108,6557
206051129,35,19,108,51,35,30,6,6,4,293,0,4,0,0,0,0,0,0,0,3,29,74,7,15,19,11,0,4,5,178,14,25,11,6,18,7,0,3,21,107,1455,3371,602,630,755,432,63,132,116,7561
206051130,49,19,71,29,35,26,0,8,0,246,3,0,0,0,0,0,0,0,0,8,39,43,3,12,24,6,3,0,3,135,17,19,11,10,12,13,5,5,25,111,1820,2897,493,392,750,407,82,125,96,7059
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6
206051132,30,12,63,20,18,15,0,7,0,165,0,3,0,0,0,0,0,0,0,3,26,19,3,20,24,5,3,0,5,101,9,7,4,7,0,7,0,3,12,49,1071,2280,311,311,586,238,37,102,66,5005
206051133,96,30,254,113,64,50,3,32,4,653,3,0,0,0,3,0,0,3,0,17,45,78,12,14,28,21,0,3,12,226,25,42,20,15,18,21,3,16,38,212,2071,5138,1177,1105,1382,773,128,361,196,12339
206051134,61,13,158,50,37,21,7,19,3,375,0,0,0,0,3,0,0,0,0,5,31,45,10,11,34,11,0,6,6,155,16,24,22,12,8,9,0,3,18,120,1248,3354,753,694,858,536,86,244,113,7887
206061135,26,4,42,15,18,12,0,8,0,119,0,0,0,0,0,0,0,0,0,0,16,17,4,12,16,9,0,4,3,81,12,15,3,4,3,7,0,0,12,52,763,1757,223,262,466,313,20,88,69,3958
206061136,83,25,187,74,43,30,7,14,0,467,3,0,0,0,0,3,0,3,0,13,46,72,4,21,28,17,0,10,4,196,20,36,10,9,20,9,0,5,21,133,1794,4422,739,734,1021,656,63,190,133,9755
206061137,64,18,135,77,46,29,0,16,0,382,0,3,0,3,0,0,0,0,0,11,38,81,10,5,33,18,3,3,8,191,19,26,11,19,14,15,3,10,27,144,1916,4917,583,646,1091,715,66,174,143,10252
206061138,28,9,50,34,7,18,3,4,0,151,3,0,0,0,0,0,0,0,0,4,37,28,10,11,18,12,0,0,4,114,13,14,3,3,13,13,0,3,20,78,1139,2355,257,242,585,380,21,86,130,5197
206071139,19,4,62,34,16,5,3,8,0,158,0,0,0,0,0,0,0,0,0,6,22,32,0,3,10,7,0,6,4,83,3,13,8,10,8,5,0,3,8,64,712,2037,315,328,409,225,40,100,63,4240
206071140,12,3,47,18,9,9,0,3,0,97,0,0,0,0,0,0,0,0,0,3,23,64,9,15,26,6,0,0,3,145,4,26,3,3,4,0,0,0,16,54,594,2231,211,294,439,206,37,67,61,4145
206071141,18,7,69,18,9,16,0,6,3,148,0,0,0,0,0,0,0,0,0,7,19,41,0,11,13,5,0,3,4,97,8,11,5,12,3,9,3,4,8,65,608,1851,293,312,363,209,19,90,69,3814
206071142,21,8,45,26,9,10,3,6,0,130,0,0,0,0,0,0,0,0,0,4,25,47,4,17,16,9,0,3,5,124,15,14,6,16,7,9,5,9,8,88,746,2265,254,352,377,233,54,88,69,4444
206071143,24,9,77,21,19,16,0,0,0,161,0,0,0,3,0,0,0,0,0,3,31,58,11,18,19,12,0,3,7,161,6,24,7,11,8,3,3,0,9,65,982,3021,411,427,532,262,42,76,81,5842
206071144,83,28,204,105,62,57,5,25,3,569,3,0,0,0,0,3,0,0,0,9,53,110,10,29,41,22,4,6,15,287,24,32,13,20,26,14,5,17,37,192,2793,6882,1080,1064,1550,928,144,340,187,14968
206071145,14,4,36,24,13,9,0,0,3,110,0,0,0,0,0,0,0,0,0,3,26,40,0,11,13,3,0,4,3,103,5,16,4,3,5,5,0,3,5,52,713,2268,269,250,390,164,33,69,80,4239
207011146,24,5,16,15,3,5,0,0,0,63,0,0,0,0,0,0,0,0,0,3,12,21,5,3,5,7,0,3,3,65,3,10,0,3,0,4,0,0,3,22,625,1307,196,173,329,139,24,65,38,2883
207011147,30,8,43,38,25,19,0,6,3,177,0,0,0,0,0,3,0,0,0,9,17,38,3,3,19,7,0,3,0,96,11,23,9,5,9,5,0,3,25,79,1061,2431,339,333,663,376,50,106,105,5460
207011148,27,6,63,25,19,21,3,9,0,177,0,0,0,0,0,3,0,0,0,9,32,37,5,10,25,14,0,4,8,134,13,19,6,4,16,10,0,10,16,93,1318,3011,471,452,842,454,73,163,109,6902
207011149,35,15,55,51,22,22,8,10,0,219,0,0,0,0,0,0,0,0,0,3,38,47,4,11,13,17,3,5,0,132,18,12,9,7,11,6,3,7,21,91,1668,3805,413,469,934,465,49,155,120,8079
207011150,31,10,42,12,24,16,0,3,3,143,0,0,0,0,0,0,0,0,0,3,24,46,7,12,21,6,0,0,0,114,17,20,5,3,14,7,0,0,16,78,1481,3119,367,346,751,329,42,83,85,6597
207011151,43,11,100,50,30,30,5,8,0,282,0,0,0,0,0,0,0,0,0,3,38,71,5,12,23,15,0,3,3,171,17,37,0,9,8,16,0,5,22,108,1755,4857,597,724,1164,644,78,283,141,10246
207011152,38,13,54,25,27,19,5,3,3,194,0,0,0,0,0,0,0,0,0,0,31,35,5,15,23,16,0,6,0,124,18,18,4,4,4,4,3,5,16,67,1221,3138,394,426,733,391,68,149,90,6602
207011153,51,12,77,46,33,24,6,3,3,263,6,0,6,3,0,0,0,0,0,14,30,42,6,10,33,16,0,3,3,150,25,41,14,10,12,12,4,7,25,145,1950,4663,529,575,1052,534,72,170,162,9704
207011154,14,3,26,7,10,8,0,8,0,76,0,0,0,0,0,0,3,0,0,4,9,16,3,4,7,6,0,0,0,40,9,6,3,0,0,0,0,3,8,30,502,1106,156,159,285,138,19,50,22,2436
207011155,21,0,40,20,17,12,0,10,0,117,0,0,0,0,0,0,0,0,0,3,21,37,3,12,21,9,0,0,3,101,13,14,0,3,4,5,0,4,12,58,1366,2897,308,318,675,341,32,86,79,6099
207021156,17,3,51,21,21,26,3,6,0,155,0,0,0,0,0,4,0,0,0,8,13,12,8,8,9,4,8,3,0,51,11,15,13,5,6,10,7,6,13,77,580,1228,382,285,455,268,74,125,57,3462
207021157,40,9,111,33,26,41,4,28,9,303,3,0,0,4,0,0,0,3,0,10,14,21,6,9,11,16,3,6,0,88,16,10,18,10,5,13,9,14,31,129,1027,2357,670,566,830,559,130,265,134,6543
207021159,37,9,68,38,30,30,3,20,0,225,0,0,0,3,0,3,0,0,0,11,23,13,5,4,21,6,7,3,3,80,19,11,7,10,11,14,6,0,13,85,1110,1996,555,372,710,386,78,129,73,5411
207021160,26,7,54,31,21,30,3,6,0,190,0,0,0,0,0,0,0,0,0,4,15,21,7,6,14,3,3,4,0,76,12,10,17,10,14,14,0,7,16,94,759,1629,483,359,530,341,69,155,64,4375
207021424,29,8,64,32,27,23,7,6,0,194,0,0,0,0,0,0,0,0,0,3,3,21,4,8,22,8,0,3,0,76,11,17,7,10,8,11,5,8,22,88,785,1822,465,383,705,326,89,146,63,4786
207021425,23,6,78,35,14,12,10,20,0,200,0,0,0,0,4,3,0,3,0,13,3,10,3,7,12,4,5,4,4,59,18,19,12,3,13,10,8,9,15,100,640,1563,475,400,550,311,102,172,73,4292
207031161,27,5,84,32,30,23,8,15,0,235,0,0,3,0,4,0,0,0,0,9,27,32,10,8,17,10,0,6,5,110,9,17,22,17,11,11,3,13,20,120,1297,3141,764,600,934,431,145,240,107,7666
207031162,13,8,47,16,16,17,3,13,0,129,3,0,0,0,0,0,0,0,0,5,12,11,3,9,8,4,0,0,3,46,4,6,10,3,4,6,0,3,8,51,556,1424,394,283,455,198,58,110,41,3513
207031163,30,7,115,38,21,21,3,25,0,263,0,0,3,5,0,0,0,0,0,12,18,28,10,7,25,7,0,5,9,116,8,17,22,12,12,10,5,7,32,126,943,2564,705,629,828,494,109,286,114,6675
207031164,35,6,73,36,25,25,6,17,3,220,0,0,3,0,0,0,0,0,0,9,12,25,7,5,19,7,0,3,3,83,9,19,7,9,5,10,6,9,13,93,892,2574,594,543,773,391,118,192,80,6155
207031165,18,5,39,30,7,11,3,11,0,122,0,0,0,3,0,0,0,3,0,9,11,7,3,12,8,0,3,5,0,49,6,11,3,5,4,7,4,7,12,64,533,1292,308,367,415,297,71,208,61,3542
207031166,18,3,51,23,11,7,3,10,3,121,4,0,0,0,0,0,0,0,0,9,7,14,3,7,11,6,0,3,0,48,5,6,9,0,11,3,5,6,17,52,418,1128,374,306,445,225,69,189,51,3207
207031167,17,5,34,21,8,3,0,12,0,94,0,0,0,0,0,0,0,0,0,0,17,25,0,7,12,3,0,8,3,70,3,5,7,0,4,5,0,3,7,34,805,1904,236,239,463,198,37,90,49,4024
208011168,17,7,28,15,18,21,0,7,0,112,0,0,0,0,0,0,0,0,0,3,19,33,4,10,18,23,0,3,0,109,14,18,4,5,5,8,0,3,13,81,1143,1818,378,294,546,325,39,88,71,4691
208011169,38,7,63,26,30,14,0,11,3,186,0,0,0,0,0,0,0,0,0,3,37,51,3,11,18,14,0,3,6,146,28,30,8,4,9,9,0,4,28,107,2071,3626,411,436,805,514,46,132,152,8197
208011170,35,8,42,28,29,30,4,6,0,182,0,0,0,0,0,0,0,0,0,3,29,57,3,3,14,14,0,0,5,127,13,14,3,9,12,12,3,3,21,90,1316,2370,375,353,624,387,57,90,75,5646
208011171,37,13,52,32,23,26,0,3,3,184,0,0,0,0,0,0,0,0,0,3,19,15,6,3,12,5,0,0,4,64,9,9,9,7,9,7,3,3,3,66,819,1484,454,346,518,257,58,106,38,4075
208011172,31,14,52,36,21,29,3,11,0,198,3,0,0,0,0,0,0,0,0,7,30,49,10,7,12,12,0,3,0,128,15,15,9,8,9,13,4,3,6,83,1564,2552,466,490,704,366,59,102,76,6374
208011173,23,6,55,28,24,15,3,12,3,172,0,0,0,0,3,0,0,0,0,3,32,23,4,12,13,6,0,5,5,113,14,16,11,4,11,5,3,3,13,82,1478,2454,467,417,671,350,43,110,91,6079
208021174,39,19,136,44,39,41,13,19,0,342,3,0,0,0,0,0,3,0,0,14,24,56,11,4,17,12,3,4,4,135,19,22,8,8,15,9,3,6,17,111,1530,3296,739,645,1000,471,128,219,91,8118
208021176,40,12,128,45,28,40,8,23,3,331,0,0,0,3,0,0,0,0,0,5,25,27,5,9,25,14,0,7,6,115,4,23,14,12,13,7,3,6,30,109,1055,2958,701,565,892,515,124,264,124,7201
208021177,35,16,100,34,19,21,4,17,7,261,0,0,0,0,0,0,0,3,0,4,26,55,9,12,19,14,0,6,4,147,19,31,7,9,12,16,0,4,24,124,1507,3787,515,567,874,477,77,192,145,8132
208021178,21,8,82,45,25,30,3,11,0,226,0,0,0,0,0,0,0,0,0,3,25,45,13,15,18,13,3,4,0,128,21,17,7,3,15,16,5,0,17,108,1268,2927,491,526,766,454,82,155,100,6768
208021179,25,7,80,20,15,6,0,14,0,169,0,0,0,0,0,0,0,0,0,0,15,28,5,9,12,5,0,3,4,81,9,14,7,3,3,5,0,4,13,66,911,2143,346,336,529,291,51,113,64,4783
208021180,19,3,40,12,17,12,6,3,0,116,0,0,0,0,0,0,0,0,0,0,10,17,8,0,11,3,0,3,5,51,3,5,6,5,6,8,5,0,9,39,433,1141,309,253,344,177,58,106,38,2845
