SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL10020,13,4,25,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,19,12,32
SAL10021,292,276,568,23,17,45,131,125,258,0,0,0,0,5,6,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,139,129,271,3,3,4,11,6,14,171,164,333,20,17,40,490,455,944
SAL10022,624,759,1387,81,132,215,390,435,822,3,5,9,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,444,843,37,50,88,13,17,28,532,642,1175,183,237,421,1340,1642,2984
SAL10023,43,41,83,8,7,13,14,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,18,18,31,0,0,0,0,0,0,25,23,49,14,10,26,79,69,154
SAL10024,25,31,53,5,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,3,4,7,4,7,6,37,37,75
SAL10025,3987,4152,8141,505,534,1045,1403,1473,2880,9,14,23,32,48,73,0,4,3,12,9,16,0,0,0,0,0,4,9,15,22,0,0,0,1476,1557,3038,54,53,109,47,41,89,2080,2194,4275,247,294,539,6316,6639,12956
SAL10026,1919,2027,3942,135,142,275,787,889,1677,11,9,17,16,15,24,6,3,14,0,0,7,0,7,4,8,6,13,6,8,13,0,0,0,829,940,1768,26,29,57,48,56,98,1040,1162,2202,180,181,360,3139,3370,6506
SAL10027,1147,1300,2443,168,182,349,397,471,868,246,259,506,22,35,53,3,0,10,20,20,38,3,4,8,0,3,7,5,13,18,0,0,0,702,803,1509,86,84,166,12,18,30,965,1085,2055,127,108,236,2235,2495,4733
SAL10028,223,221,442,53,48,102,33,37,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,31,36,75,0,0,0,0,0,0,87,88,173,743,53,796,1057,361,1414
SAL10029,51,42,93,0,6,3,8,9,21,0,0,0,3,7,13,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,23,21,36,0,0,0,0,0,0,24,18,44,3,3,13,76,69,146
SAL10030,1505,1377,2888,275,278,554,1830,1692,3524,116,58,184,84,78,164,17,23,40,40,37,78,7,12,13,6,11,18,41,44,84,0,0,0,2145,1957,4103,514,534,1046,43,41,90,2986,2804,5786,286,229,507,4768,4413,9179
SAL10031,1129,1158,2287,32,31,61,275,288,558,0,0,0,4,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,3,6,0,0,0,285,288,569,14,18,28,0,3,0,322,342,667,23,13,44,1480,1513,2994
SAL10032,24,33,63,0,0,6,7,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,20,0,0,0,0,0,0,14,6,22,0,0,0,40,42,78
SAL10033,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10034,22,28,53,3,0,3,9,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,23,0,0,0,0,0,0,11,16,29,0,0,0,36,46,83
SAL10035,26,27,55,0,5,5,12,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,33,0,0,0,0,0,0,12,23,37,0,5,5,47,55,98
SAL10036,2331,2373,4702,189,202,392,610,653,1262,6,3,13,9,9,17,3,0,8,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,630,670,1302,117,133,250,27,45,76,966,1051,2016,101,107,214,3402,3536,6937
SAL10037,21,22,42,7,0,7,8,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,17,0,0,0,0,0,0,11,16,23,3,0,3,33,33,69
SAL10038,1208,1307,2517,155,142,288,636,598,1232,7,9,10,9,6,14,6,6,10,9,3,9,4,4,5,0,0,5,0,0,3,0,0,0,666,621,1285,361,357,721,20,16,36,1199,1133,2335,108,99,209,2517,2541,5057
SAL10039,20,17,40,4,3,9,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,9,7,12,0,0,3,28,24,52
SAL10040,46,47,97,7,7,12,11,3,13,4,3,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,23,0,0,0,0,0,0,21,15,33,4,0,5,64,68,134
SAL10041,69,51,122,7,0,7,15,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,30,0,0,0,0,0,0,21,18,40,6,9,17,106,76,179
SAL10042,17,11,30,0,0,0,4,4,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,0,0,0,0,0,0,10,8,15,0,3,3,23,25,54
SAL10043,21,20,36,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,11,30,26,57
SAL10044,42,46,85,0,0,0,21,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,46,3,0,7,0,0,0,28,19,49,0,0,0,68,64,132
SAL10045,148,133,278,20,17,36,33,31,67,3,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,80,3,3,7,0,6,6,66,56,118,8,8,17,220,201,422
SAL10046,1556,1783,3336,259,347,600,451,570,1021,30,31,61,74,90,165,5,8,9,13,6,16,0,3,3,10,8,20,3,8,10,0,0,0,574,727,1298,32,36,70,18,30,50,880,1135,2017,136,166,304,2570,3083,5656
SAL10047,30,30,61,7,9,16,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,9,8,19,3,3,4,39,42,88
SAL10048,11,13,26,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,6,5,5,13,3,3,11,18,17,39
SAL10049,2020,2039,4058,202,197,402,722,752,1476,6,9,13,18,15,26,3,0,3,6,4,13,0,0,0,0,0,0,3,0,9,0,0,0,757,785,1540,63,76,140,27,21,53,1050,1078,2130,261,281,539,3330,3399,6725
SAL10050,5,13,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,5,7,10,17,25,35
SAL10051,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL10052,19,11,28,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,4,0,0,0,19,16,38
SAL10053,15,10,27,3,9,6,8,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,18,0,0,0,0,0,0,12,15,24,0,0,10,33,25,61
SAL10054,14,14,31,3,3,6,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,5,10,10,0,0,0,25,26,51
SAL10055,20,22,43,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,7,14,0,0,0,0,0,0,9,7,10,4,4,10,35,32,66
SAL10056,50,56,109,3,4,10,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,16,29,0,7,8,0,0,0,23,22,45,5,8,9,79,87,159
SAL10057,18,10,24,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,4,4,20,13,36
SAL10058,19,17,39,3,0,7,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,10,4,19,0,0,0,0,0,0,15,8,22,8,5,15,42,33,76
SAL10059,61,68,126,4,8,14,8,9,13,0,4,0,11,10,19,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,23,36,4,5,5,0,0,0,30,29,59,0,0,0,90,98,187
SAL10060,138,104,245,0,4,6,39,28,65,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,70,0,3,5,0,0,0,46,36,84,23,19,38,209,161,366
SAL10061,1038,1055,2091,159,149,309,554,621,1173,9,14,19,26,31,50,0,4,0,0,0,3,0,9,9,4,3,8,3,4,12,0,0,0,597,680,1283,23,28,46,19,20,40,803,875,1679,129,124,250,1960,2054,4018
SAL10062,2113,2340,4451,195,209,400,1297,1414,2709,57,51,106,33,32,66,14,7,17,20,25,46,5,10,14,9,0,6,16,26,42,0,0,0,1435,1576,3014,230,288,516,25,35,63,1890,2101,3989,300,262,557,4294,4700,9000
SAL10063,528,497,1022,19,24,44,158,121,282,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,124,285,11,12,21,0,7,7,193,159,354,16,34,52,730,694,1428
SAL10064,923,883,1810,78,80,165,375,382,761,0,0,0,8,3,11,0,0,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,384,398,786,10,5,14,13,10,22,486,499,985,57,54,110,1469,1436,2904
SAL10065,11,9,23,0,0,3,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,0,0,0,0,0,6,4,9,16,0,0,4,21,20,42
SAL10066,17,6,23,3,0,9,0,3,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,7,7,14,0,0,0,24,10,32
SAL10067,5,0,10,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,12,3,15
SAL10068,35,37,74,8,8,19,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,11,13,28,9,6,12,56,62,115
SAL10069,10,3,12,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,5,9,5,18
SAL10070,128,130,255,21,22,44,42,36,80,0,5,0,6,9,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,54,50,99,3,3,7,5,0,5,82,76,157,12,8,18,221,211,430
SAL10071,69,51,118,6,6,15,17,13,31,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,6,0,0,0,22,25,45,4,0,3,0,0,0,36,32,70,6,8,11,111,91,197
SAL10072,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL10073,487,487,975,26,20,45,144,156,301,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,163,313,12,11,26,5,0,3,193,196,385,28,23,51,706,705,1412
SAL10074,462,421,882,49,60,112,140,154,291,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,161,300,3,4,11,4,3,8,202,225,427,29,30,53,692,671,1363
SAL10075,10,20,26,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,4,5,6,9,10,12,27,28,56
SAL10076,66,61,126,4,5,11,12,12,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,15,16,34,0,0,0,0,0,0,23,21,43,0,9,6,91,86,178
SAL10077,145,122,268,13,15,27,38,42,83,9,7,15,6,5,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,53,100,0,0,0,0,0,5,68,65,138,21,18,40,231,211,440
SAL10078,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,16
SAL10079,390,377,769,34,23,57,167,168,335,0,0,5,4,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,176,349,10,18,31,4,4,3,218,216,439,30,32,69,643,634,1274
SAL10080,62,51,117,14,13,22,11,12,22,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,29,0,3,3,0,0,0,32,30,52,16,4,23,107,91,196
SAL10081,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,3,16
SAL10082,152,151,303,11,8,23,22,33,55,0,5,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,69,4,0,4,0,0,0,38,54,89,14,13,30,204,218,425
SAL10083,15,9,22,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,5,3,8,19,16,30
SAL10084,11,3,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,13,10,17
SAL10085,52,49,102,6,3,11,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,17,0,0,0,0,0,0,12,9,28,16,15,36,84,79,157
SAL10086,4728,5173,9901,2026,2113,4139,1541,1910,3446,71,97,169,239,310,549,26,31,62,47,52,97,9,8,25,23,36,61,31,45,70,0,0,4,1992,2482,4476,770,885,1648,69,55,124,4850,5537,10389,1090,1268,2360,10675,11977,22651
SAL10087,2703,2760,5459,238,205,439,1368,1336,2704,39,32,71,28,32,61,13,6,19,4,9,17,5,4,3,4,0,4,15,12,25,0,0,0,1473,1435,2911,702,658,1356,53,44,97,2464,2334,4798,607,430,1040,5770,5530,11301
SAL10088,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,6,3,0,3,7,0,6
SAL10089,153,163,318,15,16,38,25,37,64,10,9,19,9,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,61,111,33,41,70,0,0,0,101,117,214,20,37,59,275,314,590
SAL10090,187,181,367,25,36,64,34,25,63,0,7,10,13,16,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,57,52,106,19,26,47,0,4,7,99,111,217,10,7,19,301,303,603
SAL10091,2080,2209,4288,275,267,544,1130,1114,2244,33,44,75,26,26,57,10,7,16,15,19,36,7,0,8,0,0,0,17,14,30,0,0,0,1233,1218,2452,602,616,1218,25,13,39,2132,2118,4252,172,180,360,4391,4511,8897
SAL10092,19,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,23,26,39
SAL10093,13,17,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,3,5,15,22,40
SAL10094,1188,1214,2399,38,39,73,284,286,573,3,0,3,7,4,11,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,295,293,589,36,23,57,7,0,10,375,352,731,51,39,91,1611,1610,3222
SAL10095,96,92,193,5,4,10,24,27,55,4,3,8,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,68,0,0,0,0,0,0,46,38,79,17,20,36,160,151,307
SAL10096,87,76,164,0,0,0,33,25,60,0,0,3,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,45,36,81,0,0,0,0,4,4,47,38,88,14,13,24,154,124,279
SAL10097,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18
SAL10098,986,1026,2013,66,70,138,280,316,600,6,3,10,4,0,5,0,0,6,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,301,331,633,98,91,190,12,15,31,474,508,983,188,170,360,1653,1711,3362
SAL10099,4609,5044,9651,561,570,1131,3194,3277,6481,84,86,166,82,62,144,26,15,47,23,38,58,4,7,7,9,11,18,33,41,69,0,0,0,3459,3533,6988,1521,1398,2917,107,121,221,5639,5624,11259,552,570,1123,10793,11233,22029
SAL10100,215,196,410,19,27,54,43,43,84,0,0,4,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,99,0,4,4,0,0,0,74,87,161,41,24,61,328,311,638
SAL10101,88,83,170,22,28,51,28,22,48,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,54,0,0,3,0,0,0,54,51,105,26,22,49,165,153,321
SAL10102,877,920,1797,136,173,313,357,426,782,22,23,41,10,25,34,0,6,14,6,3,8,0,0,0,0,0,0,14,7,15,0,0,0,411,488,896,26,26,53,13,7,22,591,696,1292,168,202,374,1644,1818,3463
