SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10002,0,0,0,0,0,0,0,0,5,56,25,4,89,4,0,7,96,66,0,159
SSC10003,0,0,0,0,0,0,0,0,0,79,40,5,122,4,5,6,130,94,0,230
SSC10004,0,0,0,0,0,0,0,0,0,17,7,0,26,0,0,0,26,10,0,37
SSC10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10006,0,3,0,0,0,3,4,0,6,38,37,6,82,9,16,18,99,87,0,187
SSC10007,0,0,0,0,0,0,0,0,3,20,20,3,40,9,3,10,46,35,3,84
SSC10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10009,0,0,0,0,0,0,0,0,3,79,57,8,135,4,8,10,151,81,0,236
SSC10010,0,0,0,0,0,3,0,0,3,24,30,0,49,12,0,11,63,51,0,111
SSC10011,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,4,0,8
SSC10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC10014,0,0,0,0,0,0,0,0,4,74,21,4,100,3,3,4,104,27,0,128
SSC10015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8
SSC10016,0,4,0,0,0,4,0,0,3,104,73,9,183,14,5,16,197,82,0,286
SSC10017,0,0,0,0,0,0,0,0,0,71,40,3,111,7,0,9,121,60,0,173
SSC10018,0,0,0,0,0,0,0,0,0,3,8,0,16,3,0,8,19,12,0,36
SSC10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10021,0,0,0,0,0,0,0,0,0,8,6,0,19,0,0,0,15,12,0,28
SSC10022,0,0,0,0,0,3,6,5,17,20,44,12,75,18,31,53,126,257,5,395
SSC10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SSC10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10025,0,3,0,0,0,3,4,0,13,207,137,16,364,11,19,26,392,205,3,596
SSC10026,0,3,0,0,0,3,4,0,5,126,125,10,254,18,14,27,281,160,3,446
SSC10027,0,0,0,0,0,0,0,0,4,53,40,7,101,3,3,7,108,52,0,160
SSC10028,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,14,8,0,25
SSC10029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10030,0,0,0,0,0,0,0,0,0,62,25,3,87,6,0,7,99,54,0,154
SSC10031,0,3,0,0,0,3,0,0,3,36,21,3,57,3,0,3,60,18,0,80
SSC10032,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10034,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5
SSC10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10036,0,0,0,0,0,0,0,0,4,66,46,3,121,3,0,3,125,67,0,192
SSC10037,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,4
SSC10038,0,0,0,0,0,0,0,0,0,71,72,0,146,10,15,23,163,79,0,246
SSC10039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
SSC10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10045,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,7,3,0,12
SSC10046,0,0,0,0,0,0,4,0,7,87,79,8,168,3,5,13,182,89,0,270
SSC10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10049,0,3,0,0,0,3,6,14,22,129,93,19,239,28,18,49,280,289,17,589
SSC10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10054,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10059,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,9
SSC10060,0,0,0,0,0,0,3,0,4,41,44,13,97,3,4,7,109,72,0,176
SSC10061,0,0,0,0,0,0,0,0,0,115,60,0,181,0,3,3,183,73,3,256
SSC10062,0,0,0,0,0,0,0,0,0,18,7,0,26,0,0,0,25,6,0,35
SSC10063,0,0,0,0,0,0,0,0,0,38,18,3,65,0,3,3,67,25,0,95
SSC10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10069,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,6,6,0,13
SSC10070,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,8
SSC10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10072,0,0,0,0,0,0,0,0,0,12,16,0,27,0,0,0,26,15,0,40
SSC10073,0,0,0,0,0,0,0,0,0,10,10,3,21,6,3,11,35,36,0,68
SSC10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC10075,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,11,0,0,11
SSC10076,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,14,0,17
SSC10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10078,0,0,0,0,0,0,5,0,5,16,20,3,41,7,0,7,47,55,3,111
SSC10079,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,3,10,5,0,13
SSC10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10081,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,4
SSC10082,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10085,3,8,3,0,4,10,14,7,33,286,228,18,532,29,26,57,585,389,15,993
SSC10086,0,0,0,0,0,0,4,3,6,108,67,13,190,6,5,10,202,181,4,387
SSC10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10088,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,9,9,0,18
SSC10089,0,0,0,0,0,0,0,0,0,7,9,3,13,0,0,0,19,12,0,25
SSC10090,0,4,0,0,0,4,0,6,8,122,56,3,178,7,7,20,197,113,6,317
SSC10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10093,0,0,0,0,0,0,0,0,0,31,28,4,64,0,0,0,64,46,0,113
SSC10094,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,6
SSC10095,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,8
SSC10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10097,0,0,0,0,0,0,5,8,9,24,29,5,55,5,7,13,73,174,4,253
SSC10098,0,8,0,0,0,8,4,0,9,255,164,22,441,20,25,47,488,316,10,817
SSC10099,0,0,0,0,0,0,0,0,0,4,10,0,10,4,0,4,15,18,0,33
SSC10100,0,0,0,0,0,0,0,0,0,4,7,0,12,0,0,0,12,11,0,21
SSC10101,0,0,0,0,0,4,15,6,25,58,59,11,122,25,15,35,160,180,10,350
SSC10102,0,0,0,0,0,0,0,0,3,79,45,3,122,0,3,5,129,44,0,176
SSC10103,0,0,0,0,0,0,0,0,0,50,19,6,75,4,0,3,85,32,0,119
SSC10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10105,0,0,0,0,0,0,0,0,0,10,9,0,16,3,0,3,19,8,0,29
SSC10106,0,4,0,0,0,3,22,16,36,223,158,29,410,38,32,70,481,741,24,1251
SSC10107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC10108,0,0,0,0,0,0,0,0,0,26,30,0,56,0,3,3,61,16,0,74
SSC10109,0,0,0,0,0,0,0,0,0,24,14,0,41,0,3,5,47,60,0,107
SSC10110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5
SSC10111,3,6,0,0,0,6,5,3,13,123,88,5,212,3,3,9,222,90,3,314
SSC10112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10113,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,8
SSC10114,0,0,0,0,0,0,0,0,0,66,48,5,118,3,9,12,123,58,0,181
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10116,0,0,0,0,0,0,0,0,0,24,23,0,45,3,0,8,49,34,0,87
SSC10117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC10118,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,7,7,0,18
SSC10119,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
SSC10120,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,0,0,8
SSC10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10124,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC10130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10132,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,7,0,12
SSC10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10136,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10138,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10143,0,0,0,0,0,0,0,0,0,6,8,0,10,0,0,0,9,13,0,21
SSC10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10145,0,0,0,0,0,0,0,0,0,17,12,0,25,0,3,3,31,15,0,42
SSC10146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10147,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,8
SSC10148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10153,0,0,0,0,0,0,0,0,3,131,79,4,208,4,9,10,220,59,4,287
SSC10154,0,0,0,0,0,0,0,0,3,28,14,3,45,0,0,0,43,21,0,67
SSC10155,0,0,0,0,0,0,3,0,7,84,62,7,149,11,3,14,161,96,3,257
SSC10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10157,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,6
SSC10158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10159,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SSC10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10161,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,5,0,0,6
SSC10162,0,3,0,0,0,8,10,3,21,102,119,12,235,9,13,20,257,212,3,479
SSC10163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10164,0,0,0,0,0,0,3,3,5,136,52,9,202,4,6,13,213,108,0,326
SSC10165,0,0,0,0,0,0,0,0,0,18,3,0,25,3,0,3,26,20,0,46
SSC10166,0,0,0,0,0,0,0,0,0,9,6,0,19,0,0,4,25,10,0,32
SSC10167,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4
SSC10168,0,0,0,0,0,0,7,0,7,11,11,3,22,3,7,6,30,28,0,58
SSC10169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10173,0,3,0,0,0,3,0,0,3,11,3,0,7,0,0,0,10,4,0,19
SSC10174,0,0,0,0,0,0,0,0,0,28,41,3,70,4,0,3,70,23,0,94
SSC10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10176,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC10177,0,0,0,0,0,0,0,3,4,83,40,3,127,0,0,4,131,57,3,190
SSC10178,0,0,0,0,0,0,3,3,8,49,22,8,83,0,6,8,86,69,4,163
SSC10179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10180,0,10,4,0,4,13,15,7,39,336,267,44,645,63,73,132,782,857,22,1667
SSC10181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10185,0,4,0,0,0,5,6,8,15,217,191,25,434,18,26,41,476,316,10,800
SSC10186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10187,0,0,0,0,0,0,0,0,0,10,9,0,15,0,0,0,15,7,0,26
SSC10188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10190,0,0,0,0,0,0,0,0,0,8,6,0,12,0,0,0,12,31,0,40
SSC10191,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,8
SSC10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10193,0,0,0,0,0,0,0,0,3,55,38,3,97,0,0,0,96,16,4,118
SSC10194,0,0,0,0,0,0,0,0,4,20,17,0,33,3,3,8,41,15,0,61
SSC10195,0,3,0,0,0,3,0,0,3,24,10,3,36,3,3,4,39,32,0,71
SSC10196,0,0,0,0,0,0,0,0,0,25,12,0,41,5,3,8,46,47,0,88
SSC10197,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,10,0,17
SSC10198,0,0,0,0,0,0,0,0,3,50,35,7,87,10,3,13,100,65,0,165
SSC10199,0,0,0,0,0,0,0,0,0,5,13,0,17,0,0,0,17,13,3,38
SSC10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10201,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,7,5,0,10
SSC10202,0,0,0,0,0,0,0,0,3,3,4,0,12,0,0,3,9,12,0,27
SSC10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10204,0,0,0,0,0,0,0,0,0,18,18,0,41,3,0,3,45,38,0,81
SSC10205,0,4,0,0,0,4,0,0,3,18,16,4,38,0,0,0,39,21,0,58
SSC10206,0,0,0,0,0,0,0,0,0,10,7,0,17,0,3,4,25,21,0,50
SSC10207,0,0,0,0,0,4,0,3,4,72,95,11,176,10,14,30,208,216,3,422
SSC10208,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,15,4,0,22
SSC10209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10213,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10216,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,9,3,0,14
SSC10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7
SSC10223,0,0,0,0,0,0,0,0,0,14,14,0,33,8,0,8,39,34,0,73
SSC10224,0,0,0,0,0,0,3,5,10,95,63,9,168,10,17,23,187,253,10,448
SSC10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4
SSC10227,5,9,0,0,0,11,11,9,24,169,160,24,347,10,18,25,377,268,10,657
SSC10228,0,3,0,0,0,3,3,3,10,19,26,4,53,0,0,0,51,56,3,112
SSC10229,0,0,0,0,0,0,3,0,10,11,15,7,29,4,3,9,36,49,0,90
SSC10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10231,0,0,0,0,0,0,6,0,4,107,66,5,174,10,5,19,195,126,3,325
SSC10232,0,0,0,0,0,0,0,0,0,20,11,0,28,0,0,0,28,26,0,54
SSC10233,0,8,0,0,0,6,3,4,16,475,235,30,737,29,22,51,785,385,8,1171
SSC10234,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,0,3
SSC10235,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,3,19,7,0,25
SSC10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10237,0,0,0,0,0,0,0,0,0,21,20,0,41,0,0,0,39,25,0,62
SSC10238,0,3,0,0,0,3,0,0,3,82,52,3,140,3,3,9,151,83,3,232
SSC10239,0,0,0,0,0,0,0,0,0,9,7,0,19,0,0,0,19,8,0,29
SSC10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10242,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
SSC10243,0,3,0,0,0,3,0,0,4,79,45,0,129,4,0,3,133,53,0,191
SSC10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC10246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10248,0,0,0,0,0,0,0,0,0,7,10,0,11,3,0,3,17,13,0,28
SSC10249,0,0,0,0,0,0,0,0,3,93,50,8,144,0,0,0,148,77,0,228
SSC10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10251,0,0,0,0,0,0,0,0,0,7,5,0,15,0,0,0,15,10,0,23
SSC10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10253,0,0,0,0,0,0,3,4,5,59,57,6,121,5,9,17,139,119,5,264
SSC10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10256,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC10257,0,0,0,0,0,0,3,3,5,87,62,7,154,0,3,3,163,141,3,303
SSC10258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10260,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC10261,0,0,0,0,0,0,0,0,0,6,8,0,9,0,0,0,9,12,0,21
SSC10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10263,0,0,0,0,0,0,0,0,0,64,35,3,103,0,5,9,111,51,0,157
SSC10264,0,0,0,0,0,0,7,5,9,48,79,6,126,14,16,29,160,180,7,345
SSC10265,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7
SSC10266,0,0,0,0,0,0,0,0,3,4,3,0,7,0,0,0,7,3,3,12
SSC10267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10268,0,0,0,0,0,0,0,3,3,11,19,3,36,3,3,10,46,62,3,106
SSC10269,0,0,0,0,0,0,0,0,0,15,13,0,22,0,0,0,27,19,0,48
SSC10270,0,0,0,0,0,0,0,0,0,7,5,0,8,0,0,0,7,8,0,19
SSC10271,0,3,0,0,0,3,3,0,8,117,70,8,194,4,0,7,201,108,0,312
SSC10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
SSC10273,0,0,0,0,0,0,0,0,0,54,71,5,132,10,9,10,145,91,5,237
SSC10274,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10276,0,3,0,0,0,3,3,0,4,80,86,3,171,13,14,23,195,169,0,366
SSC10277,0,6,0,0,0,3,0,0,3,87,81,7,176,3,4,8,181,109,3,301
SSC10278,0,0,0,0,0,0,0,0,3,13,20,3,34,6,5,9,47,37,0,80
SSC10279,0,3,0,0,0,0,8,3,14,152,127,18,291,14,23,37,330,358,7,690
SSC10280,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,4,6,4,0,16
SSC10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10283,0,4,0,0,0,4,6,0,8,87,58,10,155,3,3,5,163,80,0,238
SSC10284,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,10,8,0,20
SSC10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10287,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3
SSC10288,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,5
SSC10289,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,3,12,8,0,20
SSC10290,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3
SSC10291,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,3,0,16
SSC10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10297,0,0,0,0,0,0,0,0,0,28,22,3,49,0,3,6,55,29,0,86
SSC10298,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,6
